,slug,type,available,bundled,vendor,brand,collections,catalogs,thumbnail,name,summary,description,notices,price,discount,taxCategories,shipping,options,bundles,model_name,weight,dimension,payload,reach,autonomous,warranty,related_doc_url_1,related_doc_url_2,related_doc_url_3,related_doc_url_4,related_doc_url_5,related_doc_url_6,meta
https://www.cobotwebshop.com/en/product/cable_guide_ur/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/cable-guidance-for-all-universal-robots-systems--002-.jpg,https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/cable-guidance-for-all-universal-robots-systems2--002-.jpg",{'0': 'Cable guide cobot'},{'0': 'kabelgeleiding'},"{'0': 'A cable guide set consists of', '1': 'Diameter cable guide track', '2': 'This ensures that the elegant robot arm stays clean and it protects cables and air hoses that run over the robot arm.', '3': 'There are 2 options: an open or a closed cable guide track. An open cable guide track offers easy installation of cables; a closed cable guide track offers more protection. If you have thicker cables or if you only need a clamp, contact\xa0op.', '4': 'open'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}","{'0': 'Choose an option', '1': 'open', '2': 'Choose an option'}","[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-K-UR'},{},"{'Weight': '3.00000000 kg', 'Type kabelgeleidingsrups': 'open', 'Type UR': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/boxbooster-1000/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/boxbooster1000-shop.jpg,https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/boxbooster1000-shop1.jpg",{'0': 'Boxbooster1000'},{},"{'0': 'The Boxbooster1000 sets up boxes and tapes the bottom. Ideal as part of the cobotization of a packaging line. The use of a cobot makes the Boxbooster1000 a compact and movable system.', '1': 'By default, the Boxbooster1000 can set up the following boxes:', '2': 'Bigger is possible after adjustment, please contact us.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-C-BX'},{},{'Weight': '100 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/disinfection-shopping-cart/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/2020/04/afbeelding-desinfectiecobot.png,https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/desinfectiebooster-winkelwagens.jpg",{'0': 'Disinfection Booster'},{},"{'0': 'This setup has been specifically developed to disinfect shopping carts. The disinfection Booster consists of a cabinet with cobot, in which the controller and disinfectant system are incorporated.', '1': 'How the disinfection works', '2': 'No more employees needed to disinfect shopping carts, no irritation between customers whether the shopping cart should be cleaned on delivery or after return. Or if someone is not doing a ‘well enough’ job with it.', '3': 'Financing:', '4': 'The cobot set is available via rent, rent/purchase, lease or purchase. Request a quote to compare the different options.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-C-DS'},{},{'Weight': '70 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/palletbooster_2000/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/palletbooster2000-inbedrijf.gif,https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/palletbooster2000-klaar.gif,https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/palletbooster2000-plaatsen.gif,https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/palletbooster2000-cobot.gif,https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/palletbooster2000-uitgevouwen.gif,https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/palletbooster2000-zakken.jpg",{'0': 'Palletbooster2000'},{},"{'0': 'The cobot that is integrated in this palletizer ensures flexibility, reliability and productivity. It supports short product life cycles, the latest packaging designs, different product variants and batch production.', '1': 'This standard, mobile palletizer can be moved with a pallet truck or fork lift truck and deployed within 2 hours. After installation, the arms are expanded, and you can start programming the cobot. The Palletbooster2000 can be used for loading 2 pallets. This can be Euro pallets, block or Chep pallets. The arms are equipped with sensors that detect if the pallets have been placed correctly. The vertically extendable support enables loading up to 2200mm height. The system can stack boxes up to 8kg and is equipped with a safety scanner that scans the surrounding area.', '2': 'The cobot set consists of:', '3': 'If you prefer a different brand of cobot or gripper, let us know.', '4': 'This palletizing solution is eminently suited for a RaaS (Robos as a Service) package.\xa0More information?', '5': 'Optionally, we can provide the Palletbooster2000 with palletising software, if you opt for an UR cobot. This URCap software makes it very easy to learn a pallet pattern.', '6': 'Sawyer'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-C-PB'},{},"{'Weight': '300 kg', 'Pally': '', 'Merk cobot': 'Sawyer', 'Afmeting': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/robobooster_4000/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/robobooster4000-ur.jpg,https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/robobooster4000-saywer.jpg,https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/Robobooster4000-1.png,https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/robobooster4000-cnc.jpg",{'0': 'Robobooster4000'},"{'0': 'beladingskast', '1': 'beladingssysteem'}","{'0': 'Increase your production with the Robobooster4000. This tun key system consist of a metal drawer cabinet, cobot and gripper. It is eminently suitable for loading processing machines, such as CNC machines, with a robotarm. The support is suitable for every collaborative and smaller industrial robot arm. All cobots or robots with a reach of min. 750 mm and max. 1500 mm can be placed on the Robobooster4000.', '1': 'The support can be moved over the entire length and height of the unit, leaving you free to choose how you place the Robobooster 4000.', '2': 'The Robobooster comes with:', '3': 'De Robobooster 4000 can be sprayed in any colour.', '4': 'The Robobooster4000 is fully customizable to your needs; extra/different product; additional price:', '5': 'Functioneel', '6': 'And that’s not the end of it: the Robobooster4000 can also be made wider or higher, or supplied with other grid plates.', '7': 'Please indicate with your order which cobot and gripper you want. If you want to have it equipped with one or more options, please\xa0contact us,', '8': 'UR10'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}","{'0': 'Choose an option', '1': 'UR10'}","[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-T-RO'},{},{},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/vg-10/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/2018/06/VG10-500x500-1.png,https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/VG10_03.png",{'0': 'VG10'},{},"{'0': 'OnRobot VG10 is the world’s first electric vacuum gripper with double grab function (formerly known as the PR10):', '1': 'Excl. robot kit and robot part quick changer.', '2': 'Suitable for:'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-V-VG10'},{},{'Weight': '1.7 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/vgp20/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/2021/04/vgp20_product_subpage.jpg,https://www.cobotwebshop.com/wp-content/uploads/2021/04/Doosan_H2515_VGP20-500x500-1.png",{'0': 'VGP20'},{},"{'0': 'With payloads up to 20kg (44.1 lbs), the OnRobot VGP20 is the world’s most powerful electric vacuum gripper. It is ideal for quickly and cost-effectively automating the palletizing of cardboard boxes, as well as handling bulky, porous, and irregularly shaped objects. The VGP20 allows unlimited customization, so it can automate a wide range of applications that traditionally required pneumatic grippers, but at a fraction of the cost and complexity. The VGP20 can save up to 90% on operating and maintenance costs compared to traditional pneumatic gripper deployments.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{},{},{},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/mg10/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/2021/04/mg10-500x500-1.png,https://www.cobotwebshop.com/wp-content/uploads/2021/04/UR_MG10-500x500-1.png",{'0': 'MG10'},{},"{'0': 'With easily configurable magnetic force, the OnRobot \xa0MG10 gripper offers adjustable force to ideally match challenging application requirements such as destacking metal sheets one at a time. A built-in proximity sensor detects if a part has been picked up or not, and multi-magnet setups support applications that require reliable handling of large or heavy work pieces. And for safe, collaborative operation, the gripper maintains its hold on work pieces even in the case of power loss or emergency stop.', '1': 'The affordable MG10 requires no external air supply or cables, for fast, easy installation and no additional costs. Like the rest of OnRobot’s family of no-fuss, all-electric grippers, the MG10 uses the Quick Changer and OnRobot’s intuitive programming for fast easy setup.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{},{},{},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/sg-soft-gripper/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/soft-gripper.jpg,https://www.cobotwebshop.com/wp-content/uploads/2021/04/Hanwha_SOFT_GRIPPER_500x500.png",{'0': 'Soft Gripper'},{},"{'0': 'This OnRobot Soft Gripper is made for Pick & Place\xa0 tasks of irregular, delicate objects. This makes the gripper ideally suited for the AgriFood, for which the gripper is also certified.', '1': 'But it is also suitable for handling and, for example, packaging cosmetics or pharmaceutical products.', '2': 'The gripper consists of an electrically driven core (so without air supply!) with a silicone cups. There are 3 variants that can be exchanged.', '3': 'The silicone cups are dishwasher safe and comply with FDA 21 CFR (non-greasy foods) and EC 1935/2004.', '4': 'Load capacity up to 2.2 kg, depending on the shape, softness and friction of the product. Stroke size between 11 and 118 mm (depending on the cup).', '5': 'Available cups:', '6': 'Tip: have your product tested with the different cups first!', '7': 'Like all OnRobot grippers, this gripper can also be ordered with the gripper part of the Quick Change system. This system allows you to turn the last axis in complete freedom, because there are no cables between the robot and the gripper.', '8': 'SG-a-H, SG-a-S, SG-b-H', '9': '40 mm zonder rok'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}","{'0': 'Choose an option', '1': 'SG-a-H', '2': 'SG-a-S', '3': 'SG-b-H'}","[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-G-SG'},{},"{'Weight': '1 kg', 'Type cup': 'SG-a-H, SG-a-S, SG-b-H', 'Herhaalnauwkeurigheid': '', 'Draagkracht': '', 'Grijpkracht': '', 'Volledige slag': '40 mm zonder rok'}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/3fg15-gripper/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/3FG15_2.jpg,https://www.cobotwebshop.com/wp-content/uploads/2021/04/Fanuc_CRX_3FG15-500x500-1.png",{'0': '3FG15'},{},"{'0': 'The OnRobot 3FG15 is a 3-fingered, electric gripper that can handle heavier, up to 15 kg, objects of different shapes (round!). The gripper is ideal for tasks such as machine loading. And of course other Pick & Place tasks such as packaging and palletizing.', '1': 'The gripper has a large stroke (up to 150 mm) and centers the object so you are assured of stable production. Gripping force is adjustable 10-240N. The fingertips can be adjusted for an extra piece of customization, if desired. As with all OnRobot products, this gripper can also be quickly and cordlessly placed on the robot head with their Quick Changer solution.', '2': 'Excl. robot kit and robot part quick changer.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-G-3F15'},{},{'Weight': '1.15 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/geckosp/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/Gecko-sp.png,https://www.cobotwebshop.com/wp-content/uploads/2021/02/Gecko_SP5_Doosan-500x500-1.png",{'0': 'Gecko SP'},{},"{'0': 'This OnRobot gripper uses vanderwaals forces, which means that no cables, electricity, air or programming are needed. It is lightweight and suitable for flat, smooth or perforated objects. Grabbing leaves no traces and cleaning is not required. The gripper has 3 variants: 1 kg, 3 kg and 5 kg.', '1': 'Download the spec sheet for more information about, among other things, the use with different materials.', '2': 'Excl. robot kit and robot part quick changer.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{'0': 'Choose an option'},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-G-SP'},{},"{'Weight': '0.3 kg', 'Draagkracht': '', 'IP classificatie': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/rg_2/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/RG2.jpg,https://www.cobotwebshop.com/wp-content/uploads/2021/02/UR_eSERIES_RG2-500x500-1.png",{'0': 'RG2'},{},"{'0': 'The OnRobot RG2 collaborative gripper is suitable for various brands of cobots. The gripper already has the OnRobot Quick Changer. This makes a connection with the robot via a printed circuit board. Loose and moving (read: break-prone) cables from the gripper to the robot have become superfluous. The printed circuit board in the Quick Changer itself recognizes which tools have been put on the robot.', '1': 'Characteristics of the gripper:', '2': 'With the URCaps plugin this is an easily programmable plug & play gripper for UR cobots.', '3': 'Excl. robot kit and robot part quick changer.', '4': 'Suitable for:', '5': '0,1mm'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-G-RG2'},{},"{'Weight': '0.65 kg', 'Herhaalnauwkeurigheid': '0,1mm', 'Draagkracht': '', 'Volledige slag': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/rg2_dual_gripper/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/RG2.jpg,https://www.cobotwebshop.com/wp-content/uploads/2021/02/KUKA_Dual_RG2-500x500-1.png",{'0': 'RG2 dual gripper'},{},"{'0': 'The OnRobot RG2 can also be delivered with a dual bracket, i.e. a bracket on which 2 RG2s can be mounted. This makes it possible to load machines twice as fast.', '1': 'Loose and moving (read: break-prone) cables from the gripper to the robot have become superfluous. The printed circuit board in the Quick Changer itself recognizes which tools have been put on the robot. Features of this gripper:', '2': 'With the URCaps plugin this plug & play gripper can be easily programmed with UR cobots.', '3': 'Suitable for:'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-G-RG2-2'},{},{'Weight': '1.3 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/rg_6/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/RG6.jpg,https://www.cobotwebshop.com/wp-content/uploads/2021/02/Nachi_RG6-500x500-1.png",{'0': 'RG6'},{},"{'0': 'The OnRobot RG6 collaborative gripper is compatible with various brands of cobots. The gripper already has the OnRobot Quick Changer. This makes a connection with the robot via a printed circuit board. Loose and moving (read: break-prone) cables from the gripper to the robot have become superfluous. The printed circuit board in the Quick Changer itself recognizes which tools have been put on the robot.', '1': 'Characteristics of this gripper:', '2': 'Excl. robot kit and robot part quick changer.', '3': 'Suitable for:', '4': '0,1mm', '5': 'min. 25N – max 120N'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-G-RG6'},{},"{'Weight': '1 kg', 'Herhaalnauwkeurigheid': '0,1mm', 'Grijpkracht': 'min. 25N – max 120N', 'Volledige slag': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/rg6-dual-gripper/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/2021/02/DUAL-GRIP-MOUNT-RG6-VS-RG6_a-500x500-1.png,https://www.cobotwebshop.com/wp-content/uploads/2021/02/Kawasaki_Dual_Rg2-500x500-1.png",{'0': 'RG6 dual gripper'},{},"{'0': 'De OnRobot RG6 kan ook geleverd worden met een dual mount: ofwel een beugel waar 2 RG6’s aan gemonteerd zijn. Hiermee kan je bijv. dubbel zo snel machines beladen.', '1': 'De RG6 collaboratieve gripper is geschikt voor diverse merken cobots.\xa0Aan de gripper zit al de OnRobot Quick Changer. Deze maakt connectie met de robot via een printplaatje. Losse en bewegende (lees: breukgevoelige) kabels van de gripper naar de robot zijn hierdoor overbodig geworden. Het printplaatje in de Quick Changer herkent zelf welk gereedschap op de robot is gezet.', '2': 'Kenmerken van deze gripper:', '3': 'Geschikt voor:', '4': '0,1mm', '5': 'min. 25N – max 120N, min. 25N – max 120N', '6': '160mm'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-G-RG6-2'},{},"{'Weight': '2 kg', 'Herhaalnauwkeurigheid': '0,1mm', 'Grijpkracht': 'min. 25N – max 120N, min. 25N – max 120N', 'Volledige slag': '160mm'}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/screw-driver/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/Screwdriver_subpage_image.jpg,https://www.cobotwebshop.com/wp-content/uploads/2021/01/UR_eSERIES_SCREWDRIVER-500x500-1.png",{'0': 'Screwdriver'},{},"{'0': 'Screwing with a cobot is very easy with this OnRobot Screwdriver. It is compact and offers a fully integrated solution to screw a wide range of screw types and sizes with a cobot.', '1': 'Mount the intelligent Screwdriver on the robot arm of your choice, install the appropriate bit, enter the screw length and torque directly to the robot user interface and start screwing. Precise torque control and embedded axis reduce integration and programming costs. And ensure that the screws are inserted consistently and precisely, with the right force. Switching to a different screw type or size only takes a few minutes, which reduces downtime and boosts your ROI.', '2': 'Range of screws: from M1.6 to M6 and up to 50 mm long'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-Ge-SD'},{},{'Weight': '2.5 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/onrobot-2fg7-gripper/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/2FG7.png,https://www.cobotwebshop.com/wp-content/uploads/2021/01/Fanuc_CRX_2FG7-500x500-1.png",{'0': '2FG7'},{},"{'0': 'Parallel gripper with 2 fingers, small footprint, load capacity of 11kg, maximum stroke of 73mm and gripping force of 20 to 140N. The gripper has a Cleanroom class 5, which makes additional applications possible in, for example, laboratories and with IP67 it is suitable for harch production environments.', '1': 'This easy-to-program gripper, like all EOAT from OnRobot, features the Quick Changer’s tool section for quick tool changes on the robot arm.', '2': 'Excl. robot kit and robot part quick changer.', '3': 'Suitable for:'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-G-2FG7'},{},"{'Weight': '1.1 kg', 'Herhaalnauwkeurigheid': '', 'Draagkracht': '', 'Grijpkracht': '', 'Volledige slag': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/vgc10-vacuum/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/2021/01/VGC10-OnRobot-500x500-1.png,https://www.cobotwebshop.com/wp-content/uploads/2021/01/Kassow_VGC10-500x500-1.png",{'0': 'VGC10'},{},"{'0': 'The OnRobot VGC10 is a compact, configurable vacuum gripper. The flexible, electric vacuum gripper has unlimited adjustment options for all your applications. The gripper is small and lightweight, but has a capacity to lift up to 15 kg. The air supply is electrically controlled, so no external air supply is required. This results in lower maintenance costs and faster deployability.', '1': 'Moreover, the VGC10 is equipped with exchangeable suction cups for just about every application. The VGC10 is smaller than the VG10 and can be used in narrow spaces to increase your automation options. With only half the weight of the VG10, but with the same carrying capacity, the VGC10 can lift narrow, odd-shaped and even heavy objects with a smaller robot arm. The VGC10 is equipped with two independently controlled air channels. This allows it to be used as a dual gripper with \xa0pick-up and release in the same action. Increase your efficiency even further with this and reduce your cycle time. This compact, electric gripper does not require a compressor or air supply and is therefore easy to move and program, making it easier to deploy elsewhere for greater production flexibility.', '2': 'The VGC10 can be seamlessly integrated with the robot of your choice.', '3': 'Excl. robot kit and robot part quick changer.', '4': 'Geschikt voor:'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-VG-VGC'},{},"{'Weight': '0.8 kg', 'Draagkracht': '', 'Grijpkracht': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/sbpg-gripper/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/2020/11/SBPG-X-PSE-50-SVE-500x500-1.png,{'0': 'SBPG X PSE 50 SVE'},{},"{'0': 'This energy efficient and lightweight vacuum gripper has been specifically developed for Bin Picking tasks. Due to the slim design and the swivel module at the bottom, the gripper is ideal for picking from crates or boxes, it increases the range of the cobot, enables the system to grip into corners of the load carrier and to perform a quick quality check during the processing process. The SVE suction cups have been developed for good grip on edges and irregularly shaped surfaces. With the tool changer, a tool change can take place in less than 1 sec. He grips with 20N.', '1': 'The gripper works well with r/cobots from Universal Robots, Fanuc and Yaskawa.'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-G-SBPG'},{},{'Weight': '0.7 kg'},{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/sander/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]","https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/Sander.jpg,https://www.cobotwebshop.com/wp-content/uploads/2020/09/Doosan_H2515_SANDER-500x500-1.png",{'0': 'Sander'},{},"{'0': 'Never arm numbness again! With the OnRobot Sander tool for cobots you can do:', '1': 'This complete tool can optionally be supplied with an automated Grit Changer. So even sanding from coarse to fine is handled automatically.', '2': 'Ideal not only in industry but also for furniture makers and garages. The electric eccentric orbital sander does not use compressed air, which means less noise. The Sander software is very easy to operate, especially with cobots from Universal Robots because of the URCap. The software can be accessed via the teach pendant, but the Sander also has a button that makes it even easier to indicate or include waypoints in its trajectory. The software contains several options for trajectory planning – path from hand guidance, shape and points. This way you can adjust the rotation speed, so that you can get the optimal cycle time and consistency.', '3': 'The Accessory kit for the Sander consists of:'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}",{'0': 'Choose an option'},"[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR--T-ST'},{},"{'Weight': '1.2 kg', 'Accessoires': ''}",{},{},{},{},{},{},{},{},{},{},object
https://www.cobotwebshop.com/en/product/vacuum-pump/,,custom,,,,,[],"[{'title': {}, 'description': {}, 'image': ''}]",https://www.cobotwebshop.com/wp-content/uploads/nc/catalog/demo/product/vacuumpomp.jpg,{'0': 'ECBPi 12 24V-DC M12-8'},{'0': 'Schmalz'},"{'0': 'Extremely suitable for Pick & Place tasks of packaging such as boxes and plastic packaging. This gripper is single with a maximum of 75% vacuum at 750 mBar.', '1': 'This intelligent, electric vacuum generator is suitable for working with airtight and somewhat porous (smaller) workpieces. The gripper has an integrated interface for controlling and monitoring the processing process. Connection with the robot is done via I / O link, making process monitoring possible. The NFC interface provides direct access to processes and the device via smartphone.', '2': 'The pump is composed of the following parts:', '3': 'Techman'}","[{'slug': '', 'title': {}, 'items': [{'title': {}, 'description': {}}]}]","{'original': '', 'type': ''}","{'type': '', 'value': ''}",[],"{'methods': [], 'calculation': ''}","{'0': 'Choose an option', '1': 'Techman'}","[{'required': '', 'name': {}, 'items': [{'product': '', 'variant': ''}]}]",{'0': 'OR-G-VPV'},{},"{'Weight': '0.775 kg', 'Merk cobot': 'Techman'}",{},{},{},{},{},{},{},{},{},{},object
